post_id,post_name,live_url,recommended_action,priority,classification_notes,api_delete_http_status,api_delete_result,api_note,public_status_after_delete,final_verdict
401112,why-is-terra-classic-lunc-pumping-today,https://coincu.com/why-is-terra-classic-lunc-pumping-today/,worth_fixing_bulk,MEDIUM,Single raw URL after colon; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
400270,binance-33-web3-business-partners-liquidity-system,https://coincu.com/binance-33-web3-business-partners-liquidity-system/,worth_fixing_bulk,MEDIUM,Single raw URL after colon; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
400220,solana-toly-stablecoin-court-authorization-freeze,https://coincu.com/solana-toly-stablecoin-court-authorization-freeze/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
398744,worldcoin-wld-eyed-amid-eightco-pivot-nav-premium,https://coincu.com/worldcoin-wld-eyed-amid-eightco-pivot-nav-premium/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
398668,bytedance-sells-moonton-for-6-7b-amid-ai-pivot,https://coincu.com/bytedance-sells-moonton-for-6-7b-amid-ai-pivot/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
398334,phantom-gets-cftc-relief-on-introducing-broker-rules,https://coincu.com/phantom-gets-cftc-relief-on-introducing-broker-rules/,worth_fixing_bulk,MEDIUM,Single raw URL after colon; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
398242,neutron-exits-ics-after-mercury-upgrade-ngp-winds-down,https://coincu.com/neutron-exits-ics-after-mercury-upgrade-ngp-winds-down/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
398208,dtcpay-confirms-16-5m-pre-series-a-holds-mas-mpi-license,https://coincu.com/dtcpay-confirms-16-5m-pre-series-a-holds-mas-mpi-license/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
398114,abra-pursues-spac-with-npac-at-750m-amid-sec-review,https://coincu.com/abra-pursues-spac-with-npac-at-750m-amid-sec-review/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
397955,pharos-dat-advances-as-gcl-new-energy-deal-terms-verified,https://coincu.com/pharos-dat-advances-as-gcl-new-energy-deal-terms-verified/,worth_fixing_bulk,MEDIUM,Single raw URL after colon; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
397912,minisforum-n5-max-ai-nas-faces-scrutiny-after-cncert-alert,https://coincu.com/minisforum-n5-max-ai-nas-faces-scrutiny-after-cncert-alert/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
397882,synthetix-expands-perps-on-ethereum-as-susd-buybacks-begin,https://coincu.com/synthetix-expands-perps-on-ethereum-as-susd-buybacks-begin/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
397772,cryptio-said-to-raise-45m-in-series-b-led-by-blackfin,https://coincu.com/cryptio-said-to-raise-45m-in-series-b-led-by-blackfin/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
397720,cryptio-funding-faces-review-as-45m-report-vs-2025-data,https://coincu.com/cryptio-funding-faces-review-as-45m-report-vs-2025-data/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
397675,tencent-launches-skillhub-amid-clawhub-crawling-dispute,https://coincu.com/tencent-launches-skillhub-amid-clawhub-crawling-dispute/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
397505,kraken-xstocks-navigates-eu-mifid-ii-as-sec-rules-differ,https://coincu.com/kraken-xstocks-navigates-eu-mifid-ii-as-sec-rules-differ/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
397325,tencent-qclaw-draws-scrutiny-after-openclaw-cve-2026-25253,https://coincu.com/tencent-qclaw-draws-scrutiny-after-openclaw-cve-2026-25253/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
397013,google-deepmind-faces-fact-check-on-alibaba-qwen-claim,https://coincu.com/google-deepmind-faces-fact-check-on-alibaba-qwen-claim/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
396957,tether-commits-50m-to-eight-sleep-at-1-5b-for-on-device-ai,https://coincu.com/tether-commits-50m-to-eight-sleep-at-1-5b-for-on-device-ai/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
396755,openclaw-debuts-weibo-account-as-official-channel-in-china,https://coincu.com/openclaw-debuts-weibo-account-as-official-channel-in-china/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
396250,amazon-strikes-50b-openai-deal-as-frontier-comes-to-aws,https://coincu.com/amazon-strikes-50b-openai-deal-as-frontier-comes-to-aws/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,200,still_live_or_needs_purge
396110,prediction-markets-see-scrutiny-amid-zachxbt-disclosure-curb,https://coincu.com/prediction-markets-see-scrutiny-amid-zachxbt-disclosure-curb/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,200,still_live_or_needs_purge
396014,claude-ai-draws-scrutiny-after-150gb-mexico-breach-reports,https://coincu.com/claude-ai-draws-scrutiny-after-150gb-mexico-breach-reports/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,200,still_live_or_needs_purge
394357,aave-moves-to-route-100-revenue-to-dao-treasury-in-v4-plan,https://coincu.com/aave-moves-to-route-100-revenue-to-dao-treasury-in-v4-plan/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,200,still_live_or_needs_purge
393990,chainlink-steadies-as-rwa-tokenization-gains-under-fsb-fsoc,https://coincu.com/chainlink-steadies-as-rwa-tokenization-gains-under-fsb-fsoc/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
393943,ether-supply-tightens-as-bitmine-adds-40613-eth-this-week,https://coincu.com/ether-supply-tightens-as-bitmine-adds-40613-eth-this-week/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
393080,crypto-whale-suffers-massive-loss,https://coincu.com/crypto-whale-suffers-massive-loss/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
390468,bitcoin-surges-global-economic-uncertainty,https://coincu.com/bitcoin-surges-global-economic-uncertainty/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
389066,goldman-sachs-prediction-markets-2,https://coincu.com/goldman-sachs-prediction-markets-2/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
387807,evernorth-and-doppler-finance-collaborate-to-power-institutional-xrp-infrastructure,https://coincu.com/evernorth-and-doppler-finance-collaborate-to-power-institutional-xrp-infrastructure/,worth_fixing_bulk,MEDIUM,Single raw URL after colon; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
384218,u-stablecoin-launches-on-bnb-%d1%81hain-and-ethereum-by-united-stables,https://coincu.com/u-stablecoin-launches-on-bnb-%d1%81hain-and-ethereum-by-united-stables/,worth_fixing_bulk,MEDIUM,Single raw URL after colon; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
384643,doj-releases-epstein-documents,https://coincu.com/doj-releases-epstein-documents/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,200,still_live_or_needs_purge
384270,federal-reserve-cuts-crypto-impact,,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,,still_live_or_needs_purge
383877,trump-interviews-waller-fed-chair,https://coincu.com/trump-interviews-waller-fed-chair/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
379420,fed-rate-cut-november-crypto-impact,https://coincu.com/fed-rate-cut-november-crypto-impact/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
378926,bitcoin-market-decline-fed-speculation,https://coincu.com/bitcoin-market-decline-fed-speculation/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
377855,us-dollar-falls-post-reopening,https://coincu.com/us-dollar-falls-post-reopening/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
377817,polymarket-us-beta-relaunch,https://coincu.com/polymarket-us-beta-relaunch/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
377363,air-summit-2026-where-artificial-intelligence-powers-the-next-wave-of-innovation,,worth_fixing_bulk,MEDIUM,Single raw URL after colon; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,,still_live_or_needs_purge
371953,federal-reserve-rate-cut-monetary-easing,https://coincu.com/federal-reserve-rate-cut-monetary-easing/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
371038,mysterious-whale-amplifies-eth-position,https://coincu.com/mysterious-whale-amplifies-eth-position/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
367482,imf-gold-reserves-economic-impact,https://coincu.com/imf-gold-reserves-economic-impact/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
365157,giggle-token-controversy-surge,https://coincu.com/giggle-token-controversy-surge/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
363690,ethereum-whale-purchase-market-moves,https://coincu.com/ethereum-whale-purchase-market-moves/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
362738,sec-approves-crypto-etf-standards,https://coincu.com/sec-approves-crypto-etf-standards/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
356460,eth-pulls-back-ada-nears-1-cold-wallet-rises-on-tokenomics,https://coincu.com/eth-pulls-back-ada-nears-1-cold-wallet-rises-on-tokenomics/,worth_fixing_bulk,MEDIUM,Single raw URL after colon; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,200,still_live_or_needs_purge
355076,blockdag-hits-373m-in-2025-race-as-bonks-25m-push-slows-and-xrp-price-dips,https://coincu.com/blockdag-hits-373m-in-2025-race-as-bonks-25m-push-slows-and-xrp-price-dips/,worth_fixing_bulk,MEDIUM,Single raw URL after colon; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,200,still_live_or_needs_purge
349622,mei-pharma-litecoin-treasury-investment,https://coincu.com/mei-pharma-litecoin-treasury-investment/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
348084,binance-giants-protocol-airdrop-delay,https://coincu.com/binance-giants-protocol-airdrop-delay/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
347193,letsbonk-leads-solana-token-issuance,https://coincu.com/letsbonk-leads-solana-token-issuance/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
345734,ripple-ceases-legal-dispute-sec,https://coincu.com/ripple-ceases-legal-dispute-sec/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
342701,bitronix-launches-first-ai-powered-gaming-trading-platform-inside-telegram-with-eu-regulation-and-10-minimum-entry,https://coincu.com/bitronix-launches-first-ai-powered-gaming-trading-platform-inside-telegram-with-eu-regulation-and-10-minimum-entry/,worth_fixing_bulk,MEDIUM,Single raw URL after colon; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
341330,fed-interest-rate-photo-stability,https://coincu.com/fed-interest-rate-photo-stability/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
341069,james-wynn-challenges-cexs-bans,https://coincu.com/james-wynn-challenges-cexs-bans/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
339864,up-to-100k-in-funding-blockdag-launches-grants-for-web3-builders,https://coincu.com/up-to-100k-in-funding-blockdag-launches-grants-for-web3-builders/,worth_fixing_bulk,MEDIUM,Single raw URL after colon; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,200,still_live_or_needs_purge
339606,sui-foundation-bounty-cetus-hacker,https://coincu.com/sui-foundation-bounty-cetus-hacker/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
338645,sec-delays-solana-etf-decision,https://coincu.com/sec-delays-solana-etf-decision/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
338427,trump-crypto-ventures-ethics,https://coincu.com/trump-crypto-ventures-ethics/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
336202,secure-daily-roi-bnbinfinity-elevates-crypto-passive-income,https://coincu.com/secure-daily-roi-bnbinfinity-elevates-crypto-passive-income/,worth_fixing_bulk,MEDIUM,Single raw URL after colon; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
335649,xrp-etf-talk-heats-up-eth-price-struggles-bdag-offers-0-0019-special-price,https://coincu.com/xrp-etf-talk-heats-up-eth-price-struggles-bdag-offers-0-0019-special-price/,worth_fixing_bulk,MEDIUM,Single raw URL after colon; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,200,still_live_or_needs_purge
334352,federal-reserve-rate-cut-speculation,https://coincu.com/federal-reserve-rate-cut-speculation/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,200,still_live_or_needs_purge
333567,trump-swears-paul-atkins-sec-chair,https://coincu.com/trump-swears-paul-atkins-sec-chair/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
333557,sec-confirms-paul-atkins-chairman,https://coincu.com/sec-confirms-paul-atkins-chairman/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
331619,prompt-negative-funding-rates-surge,https://coincu.com/prompt-negative-funding-rates-surge/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
331530,ethereum-pectra-fusaka-upgrades,https://coincu.com/ethereum-pectra-fusaka-upgrades/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,200,still_live_or_needs_purge
329315,mt-gox-bitcoin-market-impact,https://coincu.com/mt-gox-bitcoin-market-impact/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
327778,%f0%9f%9a%80-sui-vietnam-overflow-hackathon-2025-registration-now-open,https://coincu.com/%f0%9f%9a%80-sui-vietnam-overflow-hackathon-2025-registration-now-open/,worth_fixing_bulk,MEDIUM,Single raw URL after colon; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
323695,bitcoins-bull-run-to-150k-begins-yet-this-low-cap-ai-meme-coin-with-major-whale-buys-could-deliver-100x,https://coincu.com/bitcoins-bull-run-to-150k-begins-yet-this-low-cap-ai-meme-coin-with-major-whale-buys-could-deliver-100x/,worth_fixing_bulk,MEDIUM,Single raw URL after colon; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
271441,zenqira-announces-zenq-token-first-private-sale-end-and-new-sale-slot-starting-august-14,https://coincu.com/zenqira-announces-zenq-token-first-private-sale-end-and-new-sale-slot-starting-august-14/,worth_fixing_bulk,MEDIUM,Single raw URL after colon; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
268742,devilfish-nft-revolutionizes-poker-with-innovative-nft-integration,https://coincu.com/devilfish-nft-revolutionizes-poker-with-innovative-nft-integration/,worth_fixing_bulk,MEDIUM,Single raw URL after colon; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
268648,aiweb3-in-green%e2%86%91-side-event-bali-coinfest-asia-2024-green-growth-for-sustainable-development-after-party,https://coincu.com/aiweb3-in-green%e2%86%91-side-event-bali-coinfest-asia-2024-green-growth-for-sustainable-development-after-party/,delete_now,HIGH,"Promo/event-style page with encoded slug and multiple citation issues; low cleanup ROI, delete instead of fixing.",404,http_error,Invalid post ID.,404,removed_public
264106,starcheck-announces-the-most-accessible-and-affordable-retail-aml-checks,https://coincu.com/starcheck-announces-the-most-accessible-and-affordable-retail-aml-checks/,worth_fixing_bulk,MEDIUM,Single raw URL after colon; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
238034,market-overview-tethers-pledge-coinbase-seam,https://coincu.com/market-overview-tethers-pledge-coinbase-seam/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
227903,market-overview-blackrocks-ethereum-spot-etf,https://coincu.com/market-overview-blackrocks-ethereum-spot-etf/,worth_fixing_bulk,MEDIUM,Single raw URL after colon; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
187853,crypto-expo-asia-latest-speakers,https://coincu.com/crypto-expo-asia-latest-speakers/,worth_fixing_bulk,MEDIUM,Single raw URL after colon; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
177198,lido-staking-polkadot-kusama-august,https://coincu.com/lido-staking-polkadot-kusama-august/,worth_fixing_bulk,MEDIUM,Single raw URL after colon; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
151865,nimbusplatform-lost-278-bnb-loans-attack,https://coincu.com/nimbusplatform-lost-278-bnb-loans-attack/,worth_fixing_bulk,MEDIUM,Single raw URL after colon; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
143500,core-scientific-class-action-lawsuit,https://coincu.com/core-scientific-class-action-lawsuit/,worth_fixing_bulk,MEDIUM,Single raw URL after colon; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
138679,top-travel-to-earn-projects-that,https://coincu.com/top-travel-to-earn-projects-that/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
135902,gate-official-twitter-was-hacked,https://coincu.com/gate-official-twitter-was-hacked/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
120423,grabpic-future-blue-chip-nfts,https://coincu.com/grabpic-future-blue-chip-nfts/,worth_fixing_bulk,MEDIUM,Single raw URL after colon; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
127026,nfl-patriots-partner-with-chain,https://coincu.com/nfl-patriots-partner-with-chain/,worth_fixing_bulk,MEDIUM,Single raw URL after colon; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
122415,sharkbot-malware-resurfaces,https://coincu.com/sharkbot-malware-resurfaces/,worth_fixing_bulk,MEDIUM,Single raw URL in parentheses; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
112771,scam-alert-channel-moon-pad-airdrops-scam,https://coincu.com/scam-alert-channel-moon-pad-airdrops-scam/,worth_fixing_bulk,MEDIUM,Single raw URL after colon; fixable with a straightforward source-link rewrite.,404,http_error,Invalid post ID.,404,removed_public
