source_url,redirect_url,status_code,indexability_status,inlinks,unique_inlinks,crawl_depth
https://coincu.com/c/news/,https://coincu.com/news/,301,Redirected,188863,47948,1
https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,301,Redirected,142629,47948,1
https://coincu.com/c/markets/,https://coincu.com/markets/,301,Redirected,142169,47948,1
https://coincu.com/c/casino-reviews/,https://coincu.com/casino-reviews/,301,Redirected,22093,22092,1
https://coincu.com/c/pr/press-release/,https://coincu.com/pr/press-release/,301,Redirected,22091,22091,2
https://coincu.com/c/news,https://coincu.com/news/,301,Redirected,12079,12048,2
https://coincu.com/c/analysis,https://coincu.com/analysis/,301,Redirected,1241,1241,4
https://coincu.com/c/cmc,https://coincu.com/cmc/,301,Redirected,969,969,2
https://coincu.com/c/uncategorized,https://coincu.com/uncategorized/,301,Redirected,883,883,3
https://coincu.com/c/bitcoin,https://coincu.com/bitcoin/,301,Redirected,796,796,2
https://coincu.com/c/press-release,https://coincu.com/press-release/,301,Redirected,771,771,2
https://coincu.com/c/markets,https://coincu.com/markets/,301,Redirected,764,764,2
https://coincu.com/c/knowledge,https://coincu.com/knowledge/,301,Redirected,726,725,2
https://coincu.com/c/blockchain,https://coincu.com/blockchain/,301,Redirected,588,588,4
https://coincu.com/c/defi,https://coincu.com/defi/,301,Redirected,474,474,4
https://coincu.com/c/nfts-news,https://coincu.com/nfts-news/,301,Redirected,419,419,4
https://coincu.com/c/ethereum,https://coincu.com/ethereum/,301,Redirected,344,344,2
https://coincu.com/c/scam-alert,https://coincu.com/scam-alert/,301,Redirected,300,300,2
https://coincu.com/c/other-reviews,https://coincu.com/other-reviews/,301,Redirected,279,279,2
https://coincu.com/c/sponsored-articles-pr,https://coincu.com/sponsored-articles-pr/,301,Redirected,172,172,2
https://coincu.com/c/glossary,https://coincu.com/glossary/,301,Redirected,131,131,3
https://coincu.com/c/metaverse-news,https://coincu.com/metaverse-news/,301,Redirected,131,131,4
https://coincu.com/c/nft,https://coincu.com/nft/,301,Redirected,111,111,4
https://coincu.com/c/blockchain-event,https://coincu.com/blockchain-event/,301,Redirected,110,110,2
https://coincu.com/c/airdrop,https://coincu.com/airdrop/,301,Redirected,91,91,2
https://coincu.com/c/top-projects,https://coincu.com/top-projects/,301,Redirected,87,87,2
https://coincu.com/c/altcoin,https://coincu.com/altcoin/,301,Redirected,78,78,4
https://coincu.com/c/gamefi,https://coincu.com/gamefi/,301,Redirected,72,72,4
https://coincu.com/c/exchange-reviews,https://coincu.com/exchange-reviews/,301,Redirected,52,52,3
https://coincu.com/c/crypto,https://coincu.com/crypto/,301,Redirected,48,48,4
https://coincu.com/c/market/,https://coincu.com/market/,301,Redirected,45,45,2
https://coincu.com/c/defi-reviews,https://coincu.com/defi-reviews/,301,Redirected,43,43,2
https://coincu.com/c/pr,https://coincu.com/pr/,301,Redirected,42,42,6
https://coincu.com/c/crypto-millionaire,https://coincu.com/crypto-millionaire/,301,Redirected,38,38,3
https://coincu.com/c/crypto-marketing,https://coincu.com/crypto-marketing/,301,Redirected,22,22,4
https://coincu.com/c/organic-coverage-pr,https://coincu.com/organic-coverage-pr/,301,Redirected,19,19,4
https://coincu.com/c/gamefi-reviews,https://coincu.com/gamefi-reviews/,301,Redirected,18,18,2
https://coincu.com/c/solana,https://coincu.com/solana/,301,Redirected,17,17,4
https://coincu.com/c/crypto-regulation,https://coincu.com/crypto-regulation/,301,Redirected,16,16,4
https://coincu.com/c/trading,https://coincu.com/trading/,301,Redirected,16,16,6
https://coincu.com/c/other-reviews/,https://coincu.com/other-reviews/,301,Redirected,15,14,4
https://coincu.com/c/casino-reviews,https://coincu.com/casino-reviews/,301,Redirected,14,14,2
https://coincu.com/c/organic-coverage,https://coincu.com/organic-coverage/,301,Redirected,14,14,6
https://coincu.com/c/gate-alpha,https://coincu.com/gate-alpha/,301,Redirected,11,11,4
https://coincu.com/c/binance-alpha,https://coincu.com/binance-alpha/,301,Redirected,10,10,6
https://coincu.com/c/btc,https://coincu.com/btc/,301,Redirected,10,10,4
https://coincu.com/c/deep-analysis,https://coincu.com/deep-analysis/,301,Redirected,9,9,4
https://coincu.com/c/mining,https://coincu.com/mining/,301,Redirected,9,9,4
https://coincu.com/c/xrp,https://coincu.com/xrp/,301,Redirected,9,9,4
https://coincu.com/c/ai-web3,https://coincu.com/ai-web3/,301,Redirected,8,8,4
https://coincu.com/c/binance,https://coincu.com/binance/,301,Redirected,8,8,5
https://coincu.com/c/binance-square,https://coincu.com/binance-square/,301,Redirected,8,8,6
https://coincu.com/c/ido,https://coincu.com/ido/,301,Redirected,8,8,6
https://coincu.com/c/bitmine,https://coincu.com/bitmine/,301,Redirected,6,6,4
https://coincu.com/c/btc-5,https://coincu.com/btc-5/,301,Redirected,6,6,6
https://coincu.com/c/etf,https://coincu.com/etf/,301,Redirected,6,6,5
https://coincu.com/c/dogecoin,https://coincu.com/dogecoin/,301,Redirected,5,5,5
https://coincu.com/c/gambling,https://coincu.com/gambling/,301,Redirected,5,5,3
https://coincu.com/c/ada,https://coincu.com/ada/,301,Redirected,4,4,6
https://coincu.com/c/chainlink,https://coincu.com/chainlink/,301,Redirected,4,4,6
https://coincu.com/c/price-prediction,https://coincu.com/price-prediction/,301,Redirected,4,4,3
https://coincu.com/c/aave,https://coincu.com/aave/,301,Redirected,3,3,7
https://coincu.com/c/airdrop/,https://coincu.com/airdrop/,301,Redirected,3,3,2
https://coincu.com/c/bitcoin/,https://coincu.com/bitcoin/,301,Redirected,3,3,4
https://coincu.com/c/doge,https://coincu.com/doge/,301,Redirected,3,3,6
https://coincu.com/c/hype,https://coincu.com/hype/,301,Redirected,3,3,4
https://coincu.com/c/cardano,https://coincu.com/cardano/,301,Redirected,2,2,5
https://coincu.com/c/crypto-marketing/,https://coincu.com/crypto-marketing/,301,Redirected,2,2,2
https://coincu.com/c/news/page/2/,https://coincu.com/news/page/2/,301,Redirected,2,2,8
https://coincu.com/c/pepe,https://coincu.com/pepe/,301,Redirected,2,2,6
https://coincu.com/c/recommended/,https://coincu.com/recommended/,301,Redirected,2,2,2
https://coincu.com/c/avax,https://coincu.com/avax/,301,Redirected,1,1,7
https://coincu.com/c/crypto-millionaire/,https://coincu.com/crypto-millionaire/,301,Redirected,1,1,8
https://coincu.com/c/eth,https://coincu.com/eth/,301,Redirected,1,1,5
https://coincu.com/c/hyperliquid,https://coincu.com/hyperliquid/,301,Redirected,1,1,6
https://coincu.com/c/interview,https://coincu.com/interview/,301,Redirected,1,1,6
https://coincu.com/c/knowledge/page/3/,https://coincu.com/knowledge/page/3/,301,Redirected,1,1,6
https://coincu.com/c/knowledge/page/4/,https://coincu.com/knowledge/page/4/,301,Redirected,1,1,4
https://coincu.com/c/ondo,https://coincu.com/ondo/,301,Redirected,1,1,6
https://coincu.com/c/press-release/,https://coincu.com/press-release/,301,Redirected,1,1,8
https://coincu.com/c/pump,https://coincu.com/pump/,301,Redirected,1,1,8
https://coincu.com/c/wlfi,https://coincu.com/wlfi/,301,Redirected,1,1,7
https://coincu.com/c/analysis/,https://coincu.com/analysis/,301,Redirected,0,0,9
https://coincu.com/c/crypto-101/,https://coincu.com/crypto-101/,301,Redirected,0,0,11
https://coincu.com/c/crypto-recap/,https://coincu.com/crypto-recap/,301,Redirected,0,0,7
https://coincu.com/c/nft/,https://coincu.com/nft/,301,Redirected,0,0,7
