batch_no,row_no,post_id,post_name,find_url,replace_url,precheck_status,before_count,attempted_update,after_count,update_status,note
1,1,394990,starknet-enables-kyc-defi-via-ey-nightfall-integration,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,1,yes,0,200,updated
1,2,394015,cbdcs-face-scrutiny-as-ray-dalio-warns-on-privacy,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,1,yes,0,200,updated
1,3,223305,top-5-best-anonymous-casinos,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,1,yes,0,200,updated
1,4,249111,free-bitcoin-code,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,1,yes,0,200,updated
1,5,226681,top-5-biggest-crypto-airdrops,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,1,yes,0,200,updated
1,6,157388,top-5-dex-on-solana-update,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
1,7,227179,top-bridge-projects-on-layerzero,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,1,yes,0,200,updated
1,8,223112,top-5-best-crypto-mining-apps,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
1,9,260136,free-crypto-sign-up-bonuses,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,1,yes,0,200,updated
1,10,250062,bitstarz-login-step-by-step-guide,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
2,11,262882,standard-chartered-bank-predicts-bitcoin-surge,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
2,12,262877,jpmorgan-warns-us-regulators-crypto-cbdcs,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
2,13,262857,the-sandbox-secures-20m-kingsway-capital,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
2,14,262848,european-central-bank-rate-cut-in-five-years,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
2,15,262838,us-unemployment-claims-surge-to-229000,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
2,16,262830,robinhood-to-acquire-crypto-exchange-bitstamp,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
2,17,262670,blackrock-and-citadel-texas-stock-exchange,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
2,18,262663,sec-chair-gary-gensler-criticizes-crypto,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
2,19,262649,qcp-capital-predicts-btc-hit-74k-expects-eth-etf,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
2,20,262632,upbit-to-introduce-new-taiko-taiko-trading-pairs,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
3,21,262620,zksync-v24-update-mainnet-deployment-set-june-6,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
3,22,262613,tether-invests-18-75-million-in-xrex-group,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
3,23,262467,worldcoin-suspends-spanish-operations,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
3,24,262439,vaneck-ceo-predicts-bitcoin-market-cap-of-gold,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,4,yes,0,200,updated
3,25,262429,astar-network-destroy-5-of-astr-tokens,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
3,26,261941,tokenunlocks-report-crypto-unlocks-in-june,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
3,27,261932,upbit-to-introduce-beam-trading,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
3,28,261918,bitcoin-spot-etfs-net-inflows-reaching-48-706m,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
3,29,261909,luna-foundation-guard-crypto-transfers,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
3,30,261837,worldcoin-secures-10-million-wld-loan-extension,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
4,31,261824,crypto-hacks-and-fraud-have-cost-473-million,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
4,32,261671,merlin-chains-meteoric-rise-btc-transfers,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
4,33,261657,gemini-announces-2-18-billion-asset-return-earn,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
4,34,261648,justin-sun-compares-business-to-texas-holdem,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
4,35,261611,okx-announces-19th-proof-of-asset-reserves,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
4,36,261589,tether-has-blacklisted-address-containing-3-5-m,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
4,37,261578,bitcoin-spot-etfs-see-continued-growth-with-45m,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
4,38,261452,mt-gox-plans-secure-bitcoin-cash-for-repayments,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
4,39,261447,mt-gox-cold-wallet-transfers-141000-btc-wallet,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
4,40,261429,wisdomtree-physical-btc-and-ethereum-etps-on-lse,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
5,41,261343,btc-price-rockets-to-70000-milestone,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
5,42,261333,ethena-usde-custodian-skyrocketing-asset-value,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
5,43,261323,trump-memecoin-soars-holdings-surpass-10-million,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
5,44,261310,hong-kong-government-drives-virtual-asset-growth,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
5,45,260783,optimism-fourth-round-of-public-goods-funding,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
5,46,260774,us-senator-says-a-pro-crypto-army-in-congress,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
5,47,260760,coinbase-loses-supreme-court-dogecoin-dispute,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
5,48,260748,nvidia-market-value-triumphs-all-german-stocks,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
5,49,260731,grayscale-stacks-and-grayscale-near-trust-funds,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
5,50,259944,berachain-review-layer1-with-proof-of-liquidity,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,1,yes,0,200,updated
6,51,258981,best-places-to-buy-bitcoin-without-id,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,1,yes,0,200,updated
6,52,260297,arbitrum-farcaster-support-arbitrum-transactions,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
6,53,260287,binance-labs-backs-aevo-high-performance-decentralized-derivatives-platform-sees-33-8-price-drop,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
6,54,260257,vitalik-warns-super-intelligent-ais-high-risk,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
6,55,260159,potential-approval-of-spot-eth-etf-us-crypto,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
6,56,260153,vitalik-buterin-transfers-across-layer-2-network,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
6,57,260030,brazil-central-bank-crypto-industry-regulation,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,,0,,,error,Remote end closed connection without response
6,58,260022,apples-vision-pro-launch-marks-significant-shift,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
6,59,260016,uniswap-labs-and-across-cross-chain-erc-7683,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
6,60,260007,okx-releases-update-on-token-listing-process,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
7,61,260001,vitalik-applauds-orb-land-cryptoeconomic-marvel,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
7,62,259985,grayscale-goldman-sachs-peter-mintzberg-as-ceo,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
7,63,259196,the-next-generation-crypto-coin,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,3,yes,0,200,updated
7,64,259878,tornado-cash-ruling-casts-dark-shadow-market,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
7,65,259870,ethereum-foundation-staff-tied-to-eigenlayer,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
7,66,259862,india-sebi-and-central-bank-clash-over-crypto,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
7,67,259344,dydx-isolated-markets-and-isolated-margins,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
7,68,259329,el-salvador-mines-29m-bitcoin-geothermal-plant,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
7,69,259302,vanguard-salim-ramji-ceo-amid-bitcoin-etfs-ban,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
7,70,259293,zklink-airdrop-self-reporting-model-adopted,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
8,71,259282,us-april-cpi-shows-slight-dip-fed-rate-cuts,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
8,72,259137,fed-chair-powell-u-s-economy-strong-labor-market,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
8,73,259130,wisconsin-investment-holds-ishares-bitcoin-etf,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
8,74,259118,liquity-v2-white-paper-introduces-defi,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
8,75,259112,maple-finance-figment-launch-staking-solutions,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
8,76,259102,dwf-labs-transfers-2-million-floki-from-binance,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
8,77,258921,gamestop-soars-90-66-tripping-fourth-circuit,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
8,78,258906,notcoin-exchange-deposits-ending-tomorrow,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
8,79,258727,zksync-mainnet-v24-delayed-sepolia-testnet,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
8,80,258719,dormant-bitcoin-wallets-awaken-after-10-7-years,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
9,81,258681,999-btc-transferred-from-huobi-to-unknown-wallet,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
9,82,258673,spot-bitcoin-etfs-outflows-threaten-price-plunge,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
9,83,258661,bitcoin-asia-conference-draws-5500-attendees,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
9,84,258616,amber-group-associated-address-sends-1200-eth,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
9,85,258613,uniswap-founder-bidens-election-at-risk,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
9,86,258575,debank-has-connected-to-okx-web3-wallet,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
9,87,258568,phishing-group-returns-stolen-crypto-66-88m,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
9,88,258561,federal-reserve-governor-predicts-rate-cuts-2024,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
9,89,258554,bitcoin-profit-surge-over-86-addresses-defy,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
9,90,258347,ethprague-2024-shaping-the-future-of-ethereum,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
10,91,258327,cryptopia-conference-2024,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
10,92,258296,consensus-2024-explore-exhibitors-and-engaging,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
10,93,258290,robinhood-secures-26b-in-q1-2024-crypto-holdings,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
10,94,258086,australian-taxation-office-crypto-exchanges,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
10,95,258079,layerzero-ceo-imposes-strict-policy-on-airdrops,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
10,96,258006,cardano-network-transaction-volume-90-million,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
10,97,257999,bitfinex-whales-ramp-up-long-positions-6165-btc,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
10,98,257987,arbitrum-becomes-layer-2-swap-platform-hit-150b,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
10,99,257972,metamask-launches-smart-transactions-mev-attacks,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
10,100,257607,sharkyfi-review-sol-largest-nft-lending-platform,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,1,yes,0,200,updated
11,101,257952,kenyan-president-taps-marathon-digital-bitcoin,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
11,102,257823,network-contracts-liquidated-75-9m-lost-in-24-h,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
11,103,257681,arthur-hayes-blog-bitcoin-hits-local-low,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
11,104,257665,fidelity-reveals-pension-funds-bitcoin-4-8-t,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
11,105,257661,us-nonfarm-employment-up-by-175000-in-april,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
11,106,257545,bnp-paribas-buys-blackrock-spot-bitcoin-etf,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
11,107,257539,april-crypto-vc-report-1-02b-invested-monad-labs,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
11,108,257533,hong-kong-spot-etfs-8-75m-u-s-bitcoin-etfs-78m,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
11,109,257526,feds-powell-announces-rate-hike-pause-qt-slowing,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
11,110,257518,paragraph-acquires-web3-platform-mirror,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
12,111,257510,blackrocks-financial-entering-spot-etf-trading,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
12,112,256845,kamino-finance-review-defi-platform-on-sol,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,,0,,,error,<urlopen error [Errno 104] Connection reset by peer>
12,113,257328,chinese-police-nab-suspect-in-strk-airdrop-scam,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
12,114,257321,vitalik-warns-against-hardware-wallet-risks,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
12,115,257226,boshi-hashkey-etf-holds-964-btc-and-4290-eth,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
12,116,257220,coinbase-integrates-bitcoin-lightning-network,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
12,117,257208,may-tokenunlocks-over-3-661b-unlocked,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
12,118,257202,hong-kongs-bitcoin-and-ethereum-etfs-lag-u-s,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
12,119,257195,chiliz-chain-hard-fork-enhanced-chz-tokenomics,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
12,120,257188,hashkey-group-swiftly-withdraws-178126-pendle,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
13,121,256130,runes-protocol-review-new-solution-on-bitcoin,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,1,yes,0,200,updated
13,122,256990,118-7-m-crypto-withdrawal-from-bnb-16-hours,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
13,123,256984,ethereum-layer-2-total-lock-up-volume-0-85-week,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
13,124,256977,xbankfinance-rug-suspected-official-frozen,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
13,125,256971,nft-transaction-volume-on-bitcoin-chain-plummet,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
13,126,256964,10x-research-reveals-downfall-of-etf-investments,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
13,127,256770,justin-suns-mammoth-eth-purchase-surges-176k-eth,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
13,128,256761,a16z-crypto-general-counsel-proposes-principles,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
13,129,256754,cryptopunk-635-has-been-sold-for-4000-eth,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
13,130,256747,us-sec-set-to-reject-spot-ether-etfs,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
14,131,256699,top-ai-trading-platforms-expert-rankings-reviews,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,1,yes,0,200,updated
14,132,255532,tonup-review-the-first-launchpad-platform-on-ton,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,1,yes,0,200,updated
14,133,256611,hong-kongs-bitcoin-and-ethereum-etfso-april-30th,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
14,134,256598,ethena-labs-partners-with-swell-l2,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
14,135,256592,zkasino-shatters-expectations-on-zksync-platform,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
14,136,255729,ton-fish-review-first-meme-on-the-ton-blockchain,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,1,yes,0,200,updated
14,137,256349,crypto-lobbyists-challenge-secs-dealer,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
14,138,256342,coinbase-launches-pepe-perpetual-futures,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
14,139,256239,blackrock-spot-bitcoin-etf-microstrategy,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
14,140,256233,binance-executive-arrested-in-kenya,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
15,141,256226,shiba-inu-memecoin-nets-12m-funding,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
15,142,256221,grayscale-announces-low-fee-bitcoin-etf-spinoff,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
15,143,256205,anchorage-digital-recruits-coinbase-veteran-coo,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
15,144,256196,ionet-and-aethir-forge-100m-airdrop-deal,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
15,145,254659,us-election-overview-swing-states-coalition-2024,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,1,yes,0,200,updated
15,146,254418,bitcoin-mining-how-long-to-mine-1-bitcoin,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
15,147,255673,court-gemini-trust-and-genesis-settlement,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
15,148,255647,mint-blockchain-partners-optimism-foundation,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
15,149,255642,security-alliance-encrypted-threat-seal-isac,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
15,150,255635,top-5-bitcoin-miners-not-selling-bitcoin-in-anticipation-of-halving,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
16,151,255626,byteplus-ventures-into-blockchain-with-sui,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
16,152,255049,bittensor-review-2024-machine-intelligence,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
16,153,255128,bnb-trading-pair-trends-in-10-binance-launchpool,https://coincu.com/c/knowledge/,https://coincu.com/knowledge/,200,2,yes,0,200,updated
